month,scenario,capex_usd,gpu_capex_usd,revenue_usd,opex_usd,ebitda_usd,operating_cash_flow_usd,equity_draw_usd,debt_draw_usd,debt_service_usd,interest_during_construction_usd,unlevered_free_cash_flow_usd,net_cash_flow_post_financing_usd,gpu_online,it_load_online_mw,facility_load_online_mw,power_mwh,cumulative_cash_change_usd,cash_balance_pre_support_usd,incremental_funding_required_usd,funding_raise_usd,cash_balance_usd,liquidity_headroom_usd
2029-01-01,upside,56877989.84909635,17223021.58273381,23350904.553600002,13575985.7601728,9774918.793427201,7778110.059721259,25595095.432093356,31282894.417002995,28376115.005107213,1176858.1840549035,-49099879.78937509,-20598004.945385955,18000,90.0,111.6,40524.950880000004,-167104473.9713115,-17104473.97131151,67104473.97131151,20598004.945385963,50000000.0,0.0
2029-02-01,upside,134095562.33968747,102517985.61151078,23879843.007999998,13626342.726144,10253500.281855997,8402693.03431147,60343003.05285934,73752559.28682812,28260660.832608193,1595214.0982673338,-125692869.305376,-19857967.79829674,19500,97.5,120.75,41452.3424,-186962441.76960826,-36962441.76960826,86962441.76960826,19857967.79829675,50000000.0,0.0
2029-03-01,upside,205035971.22302157,205035971.22302157,29798685.272,14467710.955552,15330974.316448,12831737.331064884,92266187.0503597,112769784.17266187,28145206.66010917,2233752.0052800216,-192204233.8919567,-15313469.329044286,21000,105.0,129.9,51737.5492,-202275911.09865254,-52275911.09865254,102275911.09865254,15313469.329044282,50000000.0,0.0
2029-04-01,upside,17223021.58273381,17223021.58273381,32962362.408,18291407.230224,14670955.177775998,12068413.461354295,7750359.712230213,9472661.870503597,35231024.826269075,0.0,-5154608.121379515,-23162611.364914782,23625,118.125,145.6875,57139.6104,-225438522.46356732,-75438522.46356732,125438522.46356732,23162611.364914775,50000000.0,0.0
2029-05-01,upside,0.0,0.0,38857501.1893,19104963.5764414,19752537.6128586,16450449.762914864,0.0,0.0,35088200.26310236,0.0,16450449.762914864,-18637750.500187494,26250,131.25,161.475,67236.02834,-244076272.9637548,-94076272.9637548,144076272.9637548,18637750.500187486,50000000.0,0.0
2029-06-01,upside,0.0,0.0,42762450.363000005,19625070.262434,23137380.100566007,19190831.520311914,0.0,0.0,34945375.69993564,0.0,19190831.520311914,-15754544.179623725,28875,144.375,177.2625,73851.1374,-259830817.14337853,-109830817.14337853,159830817.14337853,15754544.179623723,50000000.0,0.0
2029-07-01,upside,0.0,0.0,50052200.379,20623947.888786003,29428252.490214,24204567.273163155,0.0,0.0,34802551.13676892,0.0,24204567.273163155,-10597983.863605767,31500,157.5,193.05,86274.705,-270428801.0069843,-120428801.0069843,170428801.0069843,10597983.863605767,50000000.0,0.0
2029-08-01,upside,0.0,0.0,56450506.201000005,21489089.429254,34961416.77174601,28687897.296122402,0.0,0.0,34659726.5736022,0.0,28687897.296122402,-5971829.2774797985,34125,170.625,208.83749999999998,97121.6174,-276400630.2844641,-126400630.28446412,176400630.28446412,5971829.277479827,50000000.0,0.0
2029-09-01,upside,0.0,0.0,61338176.943,22136771.508954,39201405.434046,31983262.92869714,0.0,0.0,34516902.01043548,0.0,31983262.92869714,-2533639.0817383397,36750,183.75,224.625,105342.17340000001,-278934269.3662025,-128934269.36620247,178934269.36620247,2533639.081738353,50000000.0,0.0
2029-10-01,upside,0.0,0.0,68352451.6977,23107002.9091686,45245448.7885314,36480589.303769514,0.0,0.0,34374077.44726876,0.0,36480589.303769514,2106511.8565007495,37875,189.375,231.2625,117121.89546000001,-276827757.5097017,-126827757.50970173,176827757.50970173,0.0,52106511.856500745,2106511.856500745
2029-11-01,upside,0.0,0.0,70109799.804,23321772.229032,46788027.57496801,37601817.25280529,0.0,0.0,34231252.88410204,0.0,37601817.25280529,3370564.368703246,39000,195.0,237.89999999999998,119835.22320000001,-273457193.1409985,-123457193.14099848,173457193.14099848,0.0,55477076.22520399,5477076.225203991
2029-12-01,upside,0.0,0.0,75128265.5904,24001629.1152192,51126636.4751808,40820067.787173204,0.0,0.0,34088428.320935324,0.0,40820067.787173204,6731639.466237881,39000,195.0,237.89999999999998,128320.26912,-266725553.6747606,-116725553.67476061,166725553.6747606,0.0,62208715.691441864,12208715.691441864
2030-01-01,upside,0.0,0.0,77809738.05000001,24354093.593772,53455644.45622801,42531117.63216692,0.0,0.0,33945603.7577686,0.0,42531117.63216692,8585513.874398325,39000,195.0,237.89999999999998,132810.8076,-258140039.8003623,-108140039.80036229,158140039.8003623,0.0,70794229.56584018,20794229.565840185
2030-02-01,upside,0.0,0.0,72701738.5248,23622052.4524224,49079686.07237761,39213442.70348744,0.0,0.0,33802779.19460188,0.0,39213442.70348744,5410663.508885561,39000,195.0,237.89999999999998,124014.11904,-252729376.29147673,-102729376.29147673,152729376.29147673,0.0,76204893.07472575,26204893.074725747
2030-03-01,upside,0.0,0.0,83172682.96920002,25059022.5508776,58113660.4183224,45953217.32215436,0.0,0.0,33659954.63143516,0.0,45953217.32215436,12293262.6907192,39000,195.0,237.89999999999998,141791.88456,-240436113.60075754,-90436113.60075754,140436113.60075754,0.0,88498155.76544493,38498155.765444934
2030-04-01,upside,0.0,0.0,83084666.544,25027245.512352,58057421.031648,45875331.641356885,0.0,0.0,33517130.068268444,0.0,45875331.641356885,12358201.573088437,39000,195.0,237.89999999999998,141563.63520000002,-228077912.0276691,-78077912.0276691,128077912.0276691,0.0,100856357.33853337,50856357.33853337
2030-05-01,upside,0.0,0.0,88535627.8884,25763951.5079832,62771676.3804168,49375317.01214181,0.0,0.0,33374305.505101725,0.0,49375317.01214181,16001011.507040082,39000,195.0,237.89999999999998,150772.96152,-212076900.52062902,-62076900.52062902,112076900.52062902,0.0,116857368.84557346,66857368.845573455
2030-06-01,upside,0.0,0.0,88274613.24,25709434.82568,62565178.41432,49184737.396777526,0.0,0.0,33231480.941935003,0.0,49184737.396777526,15953256.454842517,39000,195.0,237.89999999999998,150255.0,-196123644.0657865,-46123644.06578651,96123644.06578651,0.0,132810625.30041596,82810625.30041596
2030-07-01,upside,0.0,0.0,92261805.246,26256682.103795998,66005123.14220401,51728989.80189885,0.0,0.0,33088656.378768284,0.0,51728989.80189885,18640333.423130564,39000,195.0,237.89999999999998,156903.0156,-177483310.64265594,-27483310.64265594,77483310.64265594,0.0,151450958.72354653,101450958.72354653
2030-08-01,upside,0.0,0.0,93306510.14400001,26396948.221056,66909561.922944,52371612.74666217,0.0,0.0,32945831.815601565,0.0,52371612.74666217,19425780.9310606,39000,195.0,237.89999999999998,158542.53120000003,-158057529.71159533,-8057529.711595327,58057529.71159533,0.0,170876739.65460715,120876739.65460715
2030-09-01,upside,0.0,0.0,90296622.72,25980917.63328,64315705.086720005,50390513.978702486,0.0,0.0,32803007.252434842,0.0,50390513.978702486,17587506.72626764,39000,195.0,237.89999999999998,153428.256,-140470022.9853277,9529977.01467231,40470022.98532769,0.0,188464246.38087478,138464246.38087478
2030-10-01,upside,0.0,0.0,93306510.14400001,26396948.221056,66909561.922944,52300200.4650788,0.0,0.0,32660182.689268127,0.0,52300200.4650788,19640017.77581068,39000,195.0,237.89999999999998,158542.53120000003,-120830005.209517,29169994.790482998,20830005.209517002,0.0,208104264.15668547,158104264.15668547
2030-11-01,upside,0.0,0.0,90296622.72,25980917.63328,64315705.086720005,50319101.697119124,0.0,0.0,32517358.126101404,0.0,50319101.697119124,17801743.57101772,39000,195.0,237.89999999999998,153428.256,-103028261.63849929,46971738.36150071,3028261.6384992898,0.0,225906007.72770318,175906007.72770318
2030-12-01,upside,0.0,0.0,93306510.14400001,26396948.221056,66909561.922944,52228788.18349545,0.0,0.0,32374533.56293468,0.0,52228788.18349545,19854254.62056076,39000,195.0,237.89999999999998,158542.53120000003,-83174007.01793852,66825992.982061476,0.0,0.0,245760262.34826395,195760262.34826395
2031-01-01,upside,0.0,0.0,93306510.14400001,26396948.221056,66909561.922944,52193082.04270376,0.0,0.0,32231708.999767967,0.0,52193082.04270376,19961373.0429358,39000,195.0,237.89999999999998,158542.53120000003,-63212633.97500272,86787366.02499728,0.0,0.0,265721635.39119977,215721635.39119977
2031-02-01,upside,0.0,0.0,84276847.87200001,25148856.457728,59127991.414272,46321198.02040809,0.0,0.0,32088884.436601244,0.0,46321198.02040809,14232313.583806843,39000,195.0,237.89999999999998,143199.70560000002,-48980320.39119588,101019679.60880412,0.0,0.0,279953948.9750066,229953948.97500658
2031-03-01,upside,0.0,0.0,93306510.14400001,26396948.221056,66909561.922944,52121669.76112041,0.0,0.0,31946059.87343452,0.0,52121669.76112041,20175609.887685888,39000,195.0,237.89999999999998,158542.53120000003,-28804710.50350999,121195289.49649,0.0,0.0,300129558.8626925,250129558.86269248
2031-04-01,upside,0.0,0.0,90296622.72,25980917.63328,64315705.086720005,50140570.993160725,0.0,0.0,31803235.310267806,0.0,50140570.993160725,18337335.68289292,39000,195.0,237.89999999999998,153428.256,-10467374.820617072,139532625.17938292,0.0,0.0,318466894.5455854,268466894.5455854
2031-05-01,upside,0.0,0.0,93306510.14400001,26396948.221056,66909561.922944,52050257.47953705,0.0,0.0,31660410.747101083,0.0,52050257.47953705,20389846.732435964,39000,195.0,237.89999999999998,158542.53120000003,9922471.911818892,159922471.9118189,0.0,0.0,338856741.27802134,288856741.27802134
2031-06-01,upside,0.0,0.0,90296622.72,25980917.63328,64315705.086720005,50069158.71157737,0.0,0.0,31517586.18393436,0.0,50069158.71157737,18551572.527643006,39000,195.0,237.89999999999998,153428.256,28474044.439461898,178474044.4394619,0.0,0.0,357408313.80566436,307408313.80566436
2031-07-01,upside,0.0,0.0,93306510.14400001,26396948.221056,66909561.922944,51978845.197953686,0.0,0.0,31374761.62076764,0.0,51978845.197953686,20604083.577186048,39000,195.0,237.89999999999998,158542.53120000003,49078128.01664795,199078128.01664793,0.0,0.0,378012397.3828504,328012397.3828504
2031-08-01,upside,0.0,0.0,93306510.14400001,26396948.221056,66909561.922944,51943139.057162,0.0,0.0,31231937.057600923,0.0,51943139.057162,20711201.999561086,39000,195.0,237.89999999999998,158542.53120000003,69789330.01620904,219789330.01620904,0.0,0.0,398723599.3824115,348723599.3824115
2031-09-01,upside,0.0,0.0,90296622.72,25980917.63328,64315705.086720005,49962040.289202325,0.0,0.0,31089112.4944342,0.0,49962040.289202325,18872927.794768125,39000,195.0,237.89999999999998,153428.256,88662257.81097716,238662257.81097716,0.0,0.0,417596527.17717963,367596527.17717963
2031-10-01,upside,0.0,0.0,93306510.14400001,26396948.221056,66909561.922944,51871726.77557865,0.0,0.0,30946287.931267478,0.0,51871726.77557865,20925438.84431117,39000,195.0,237.89999999999998,158542.53120000003,109587696.65528834,259587696.65528834,0.0,0.0,438521966.0214908,388521966.0214908
2031-11-01,upside,0.0,0.0,90296622.72,25980917.63328,64315705.086720005,49890628.00761896,0.0,0.0,30803463.368100762,0.0,49890628.00761896,19087164.6395182,39000,195.0,237.89999999999998,153428.256,128674861.29480654,278674861.29480654,0.0,0.0,457609130.661009,407609130.661009
2031-12-01,upside,0.0,0.0,93306510.14400001,26396948.221056,66909561.922944,51800314.493995294,0.0,0.0,30660638.80493404,0.0,51800314.493995294,21139675.689061247,39000,195.0,237.89999999999998,158542.53120000003,149814536.9838678,299814536.98386776,0.0,0.0,478748806.35007024,428748806.35007024
