site_id,month,site_name,region,it_load_mw,pue,total_facility_mw,target_power_ready,target_rfs,initial_gpu_count,target_gpu_count,price_per_gpu_hour,power_cost_per_mwh,fixed_opex_monthly,variable_opex_per_gpu_hour,utilization_at_rfs,utilization_mature,months_to_mature,gpu_ramp_months,equity_pct,debt_pct,debt_rate_annual,debt_tenor_years,minimum_equity_first_pct,commissioning,construction_start,design_complete,power_ready,ready_for_service,site_control,scenario,rfs_month,power_gate_open,commissioning_gate_open,rfs_gate_open,capex_usd,gpu_capex_usd,months_since_rfs,utilization,gpu_online,it_load_online_mw,facility_load_online_mw,gpu_hours_available,gpu_hours_sold,price_per_gpu_hour_scenario,revenue_usd,power_mwh,power_cost_usd,fixed_opex_usd,variable_opex_usd,opex_usd,ebitda_usd,equity_draw_usd,debt_draw_usd,interest_during_construction_usd,cash_interest_usd,principal_repayment_usd,ending_debt_balance_usd,debt_service_usd,taxable_income_proxy_usd,cash_tax_usd,operating_cash_flow_usd,unlevered_free_cash_flow_usd,equity_cash_flow_usd,net_cash_flow_post_financing_usd,grant_funding_usd,customer_prepayment_usd,equipment_finance_usd,sponsor_equity_draw_usd,maintenance_capex_usd,cads_usd,dscr,rolling_12m_cads_usd,rolling_12m_debt_service_usd,rolling_12m_dscr,adjusted_equity_cash_flow_usd,capital_stack
S01,2027-11-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,False,False,False,160881344.95668158,0.0,-5,0.0,0,0.0,0.0,0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160881344.95668158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160881344.95668158,-160881344.95668158,0.0,0.0,0.0,0.0,160881344.95668158,0.0,0.0,,,,,-160881344.95668158,all_equity
S01,2027-12-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,False,False,False,93512995.72912401,0.0,-4,0.0,0,0.0,0.0,0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93512995.72912401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93512995.72912401,-93512995.72912401,0.0,0.0,0.0,0.0,93512995.72912401,0.0,0.0,,0.0,0.0,,-93512995.72912401,all_equity
S01,2028-01-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,False,False,84216297.1702724,24172661.870503593,-3,0.0,0,0.0,0.0,0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84216297.1702724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84216297.1702724,-84216297.1702724,0.0,0.0,0.0,0.0,84216297.1702724,0.0,0.0,,0.0,0.0,,-84216297.1702724,all_equity
S01,2028-02-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,False,187593687.7865741,143884892.08633092,-2,0.0,0,0.0,0.0,0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187593687.7865741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-187593687.7865741,-187593687.7865741,0.0,0.0,0.0,0.0,187593687.7865741,0.0,0.0,,0.0,0.0,,-187593687.7865741,all_equity
S01,2028-03-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,False,287769784.17266184,287769784.17266184,-1,0.0,0,0.0,0.0,0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287769784.17266184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-287769784.17266184,-287769784.17266184,0.0,0.0,0.0,0.0,287769784.17266184,0.0,0.0,,0.0,0.0,,-287769784.17266184,all_equity
S01,2028-04-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,24172661.870503593,24172661.870503593,0,0.25,1333,6.665,8.33125,959760,239940.0,3.5,839790.0,1499.6250000000002,92976.75000000001,4200000.0,43189.2,4336165.95,-3496375.95,24172661.870503593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3496375.95,-27669037.820503592,-27669037.820503592,-3496375.9499999993,0.0,0.0,0.0,24172661.870503593,16795.8,-3513171.75,,-3513171.75,0.0,,-27685833.620503593,all_equity
S01,2028-05-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,1,0.2816666666666667,2666,13.33,16.6625,1983504,558686.96,3.5,1955404.3599999999,3491.7935000000007,216491.19700000004,4200000.0,100563.6528,4517054.8498,-2561650.4898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2561650.4898,-2561650.4898,-2561650.4898,-2561650.4898,0.0,0.0,0.0,0.0,39108.0872,-2600758.577,,-6113930.327,0.0,,-2600758.577,all_equity
S01,2028-06-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,2,0.31333333333333335,4000,20.0,25.0,2880000,902400.0,3.5,3158400.0,5640.0,349680.0,4200000.0,162432.0,4712112.0,-1553712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1553712.0,-1553712.0,-1553712.0,-1553712.0,0.0,0.0,0.0,0.0,63168.0,-1616880.0,,-7730810.327,0.0,,-1616880.0,all_equity
S01,2028-07-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,3,0.345,5333,26.665,33.33125,3967752,1368874.44,3.5,4791060.54,8555.465249999997,530438.8454999998,4200000.0,246397.39919999999,4976836.2447,-185775.70469999965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185775.70469999965,-185775.70469999965,-185775.70469999965,-185775.70469999965,0.0,0.0,0.0,0.0,95821.2108,-281596.91549999965,,-8012407.2425,0.0,,-281596.91549999965,all_equity
S01,2028-08-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,4,0.37666666666666665,6666,33.33,41.662499999999994,4959504,1868079.8399999999,3.5,6538279.4399999995,11675.498999999998,723880.9379999998,4200000.0,336254.37119999994,5260135.3092,1278144.1307999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1278144.1307999995,319536.03269999987,958608.0980999996,958608.0980999996,958608.0980999996,958608.0980999996,0.0,0.0,0.0,0.0,130765.5888,827842.5092999996,,-7184564.733200001,0.0,,827842.5092999996,all_equity
S01,2028-09-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,5,0.4083333333333333,8000,40.0,50.0,5760000,2352000.0,3.5,8232000.0,14700.0,911400.0,4200000.0,423360.0,5534760.0,2697240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2697240.0,674310.0,2022930.0,2022930.0,2022930.0,2022930.0,0.0,0.0,0.0,0.0,164640.0,1858290.0,,-5326274.733200001,0.0,,1858290.0,all_equity
S01,2028-10-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,6,0.43999999999999995,9333,46.665000000000006,58.33125000000001,6943752,3055250.8799999994,3.5,10693378.079999998,19095.318000000003,1183909.7160000002,4200000.0,549945.1583999998,5933854.8744,4759523.205599998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4759523.205599998,1189880.8013999995,3569642.404199999,3569642.404199999,3569642.404199999,3569642.404199999,0.0,0.0,0.0,0.0,213867.56159999996,3355774.8425999987,,-1970499.8906000014,0.0,,3355774.8425999987,all_equity
S01,2028-11-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,7,0.4716666666666667,10666,53.33,66.6625,7679520,3622173.6,3.5,12677607.6,22638.584999999995,1403592.2699999998,4200000.0,651991.248,6255583.517999999,6422024.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6422024.082,1605506.0205,4816518.0615,4816518.0615,4816518.0615,4816518.0615,0.0,0.0,0.0,0.0,253552.152,4562965.9095,,2592466.0188999986,0.0,,4562965.9095,all_equity
S01,2028-12-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,8,0.5033333333333333,12000,60.0,75.0,8928000,4493760.0,3.5,15728160.0,28085.999999999996,1741331.9999999998,4200000.0,808876.7999999999,6750208.8,8977951.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8977951.2,2244487.8,6733463.399999999,6733463.399999999,6733463.399999999,6733463.399999999,0.0,0.0,0.0,0.0,314563.2,6418900.199999999,,9011366.218899999,0.0,,6418900.199999999,all_equity
S01,2029-01-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,9,0.5349999999999999,12000,60.0,75.0,8928000,4776479.999999999,3.5,16717679.999999996,29852.999999999996,1850885.9999999998,4200000.0,859766.3999999998,6910652.399999999,9807027.599999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9807027.599999998,2451756.8999999994,7355270.699999998,7355270.699999998,7355270.699999998,7355270.699999998,0.0,0.0,0.0,0.0,334353.5999999999,7020917.099999999,,16032283.318899997,0.0,,7020917.099999999,all_equity
S01,2029-02-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,10,0.5666666666666667,12000,60.0,75.0,8064000,4569600.0,3.5,15993600.0,28560.0,1770720.0,4200000.0,822528.0,6793248.0,9200352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9200352.0,2300088.0,6900264.0,6900264.0,6900264.0,6900264.0,0.0,0.0,0.0,0.0,319872.0,6580392.0,,22612675.318899997,0.0,,6580392.0,all_equity
S01,2029-03-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,11,0.5983333333333334,12000,60.0,75.0,8928000,5341920.0,3.5,18696720.0,33387.0,2069994.0,4200000.0,961545.6,7231539.6,11465180.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11465180.4,2866295.1,8598885.3,8598885.3,8598885.3,8598885.3,0.0,0.0,0.0,0.0,373934.4,8224950.9,,30837626.218899995,0.0,,8224950.9,all_equity
S01,2029-04-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,12,0.6299999999999999,12000,60.0,75.0,8640000,5443199.999999999,3.5,19051199.999999996,34019.99999999999,2109239.9999999995,4200000.0,979775.9999999998,7289016.0,11762183.999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11762183.999999996,2940545.999999999,8821637.999999996,8821637.999999996,8821637.999999996,8821637.999999996,0.0,0.0,0.0,0.0,381023.99999999994,8440613.999999996,,42791411.968899995,0.0,,8440613.999999996,all_equity
S01,2029-05-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,13,0.6616666666666666,12000,60.0,75.0,8928000,5907360.0,3.5,20675760.0,36921.0,2289102.0,4200000.0,1063324.8,7552426.8,13123333.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13123333.2,3280833.3,9842499.899999999,9842499.899999999,9842499.899999999,9842499.899999999,0.0,0.0,0.0,0.0,413515.2,9428984.7,,54821155.24589999,0.0,,9428984.7,all_equity
S01,2029-06-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,14,0.6933333333333334,12000,60.0,75.0,8640000,5990400.0,3.5,20966400.0,37440.0,2321280.0,4200000.0,1078272.0,7599552.0,13366848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13366848.0,3341712.0,10025136.0,10025136.0,10025136.0,10025136.0,0.0,0.0,0.0,0.0,419328.0,9605808.0,,66043843.24589999,0.0,,9605808.0,all_equity
S01,2029-07-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,15,0.725,12000,60.0,75.0,8928000,6472800.0,3.5,22654800.0,40455.0,2508210.0,4200000.0,1165104.0,7873314.0,14781486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14781486.0,3695371.5,11086114.5,11086114.5,11086114.5,11086114.5,0.0,0.0,0.0,0.0,453096.0,10633018.5,,76958458.66139999,0.0,,10633018.5,all_equity
S01,2029-08-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,16,0.7566666666666666,12000,60.0,75.0,8928000,6755519.999999999,3.5,23644319.999999996,42221.99999999999,2617763.9999999995,4200000.0,1215993.5999999999,8033757.6,15610562.399999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15610562.399999997,3902640.599999999,11707921.799999997,11707921.799999997,11707921.799999997,11707921.799999997,0.0,0.0,0.0,0.0,472886.3999999999,11235035.399999997,,87365651.5521,0.0,,11235035.399999997,all_equity
S01,2029-09-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,17,0.7883333333333332,12000,60.0,75.0,8640000,6811199.999999999,3.5,23839199.999999996,42569.99999999999,2639339.9999999995,4200000.0,1226015.9999999998,8065356.0,15773843.999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15773843.999999996,3943460.999999999,11830382.999999996,11830382.999999996,11830382.999999996,11830382.999999996,0.0,0.0,0.0,0.0,476783.99999999994,11353598.999999996,,96860960.55209999,0.0,,11353598.999999996,all_equity
S01,2029-10-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,18,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17268715.2,4317178.8,12951536.399999999,12951536.399999999,12951536.399999999,12951536.399999999,0.0,0.0,0.0,0.0,512467.2,12439069.2,,105944254.90949999,0.0,,12439069.2,all_equity
S01,2029-11-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,1.0,0.0,0.0,1.0,1.0,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,19,0.82,12000,60.0,75.0,8640000,7084800.0,3.5,24796800.0,44280.0,2745360.0,4200000.0,1275264.0,8220624.0,16576176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16576176.0,4144044.0,12432132.0,12432132.0,12432132.0,12432132.0,0.0,0.0,0.0,0.0,495936.0,11936196.0,,113317484.99999999,0.0,,11936196.0,all_equity
