site_id,month,site_name,region,it_load_mw,pue,total_facility_mw,target_power_ready,target_rfs,initial_gpu_count,target_gpu_count,price_per_gpu_hour,power_cost_per_mwh,fixed_opex_monthly,variable_opex_per_gpu_hour,utilization_at_rfs,utilization_mature,months_to_mature,gpu_ramp_months,equity_pct,debt_pct,debt_rate_annual,debt_tenor_years,minimum_equity_first_pct,commissioning,construction_start,design_complete,power_ready,ready_for_service,site_control,scenario,rfs_month,power_gate_open,commissioning_gate_open,rfs_gate_open,capex_usd,gpu_capex_usd,months_since_rfs,utilization,gpu_online,it_load_online_mw,facility_load_online_mw,gpu_hours_available,gpu_hours_sold,price_per_gpu_hour_scenario,revenue_usd,power_mwh,power_cost_usd,fixed_opex_usd,variable_opex_usd,opex_usd,ebitda_usd,equity_draw_usd,debt_draw_usd,interest_during_construction_usd,cash_interest_usd,principal_repayment_usd,ending_debt_balance_usd,debt_service_usd,taxable_income_proxy_usd,cash_tax_usd,operating_cash_flow_usd,unlevered_free_cash_flow_usd,equity_cash_flow_usd,net_cash_flow_post_financing_usd
S01,2029-01-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,9,0.5349999999999999,12000,60.0,75.0,8928000,4776479.999999999,3.5,16717679.999999996,29852.999999999996,1850885.9999999998,4200000.0,859766.3999999998,6910652.399999999,9807027.599999998,0.0,0.0,0.0,3692863.6268112715,7878109.070530714,582980071.2192727,11570972.697341986,6114163.973188726,1528540.9932971816,8278486.606702816,8278486.606702816,-3292486.0906391703,-3292486.0906391703
S01,2029-02-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,10,0.5666666666666667,12000,60.0,75.0,8064000,4569600.0,3.5,15993600.0,28560.0,1770720.0,4200000.0,822528.0,6793248.0,9200352.0,0.0,0.0,0.0,3643625.4451204543,7878109.070530713,575101962.148742,11521734.515651166,5556726.554879546,1389181.6387198865,7811170.361280113,7811170.361280113,-3710564.154371053,-3710564.154371053
S01,2029-03-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,11,0.5983333333333334,12000,60.0,75.0,8928000,5341920.0,3.5,18696720.0,33387.0,2069994.0,4200000.0,961545.6,7231539.6,11465180.4,0.0,0.0,0.0,3594387.263429637,7878109.070530712,567223853.0782113,11472496.333960349,7870793.136570363,1967698.2841425908,9497482.11585741,9497482.11585741,-1975014.2181029394,-1975014.2181029394
S01,2029-04-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,12,0.6299999999999999,12000,60.0,75.0,8640000,5443199.999999999,3.5,19051199.999999996,34019.99999999999,2109239.9999999995,4200000.0,979775.9999999998,7289016.0,11762183.999999996,0.0,0.0,0.0,3545149.0817388203,7878109.070530713,559345744.0076807,11423258.152269533,8217034.918261176,2054258.729565294,9707925.270434702,9707925.270434702,-1715332.881834831,-1715332.881834831
S01,2029-05-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,13,0.6616666666666666,12000,60.0,75.0,8928000,5907360.0,3.5,20675760.0,36921.0,2289102.0,4200000.0,1063324.8,7552426.8,13123333.2,0.0,0.0,0.0,3495910.900048004,7878109.070530714,551467634.9371499,11374019.970578717,9627422.299951995,2406855.5749879987,10716477.625012001,10716477.625012001,-657542.345566716,-657542.345566716
S01,2029-06-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,14,0.6933333333333334,12000,60.0,75.0,8640000,5990400.0,3.5,20966400.0,37440.0,2321280.0,4200000.0,1078272.0,7599552.0,13366848.0,0.0,0.0,0.0,3446672.7183571863,7878109.070530713,543589525.8666191,11324781.7888879,9920175.281642813,2480043.8204107033,10886804.179589298,10886804.179589298,-437977.60929860175,-437977.60929860175
S01,2029-07-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,15,0.725,12000,60.0,75.0,8928000,6472800.0,3.5,22654800.0,40455.0,2508210.0,4200000.0,1165104.0,7873314.0,14781486.0,0.0,0.0,0.0,3397434.536666369,7878109.070530712,535711416.7960884,11275543.60719708,11384051.463333631,2846012.8658334077,11935473.134166593,11935473.134166593,659929.5269695129,659929.5269695129
S01,2029-08-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,16,0.7566666666666666,12000,60.0,75.0,8928000,6755519.999999999,3.5,23644319.999999996,42221.99999999999,2617763.9999999995,4200000.0,1215993.5999999999,8033757.6,15610562.399999997,0.0,0.0,0.0,3348196.3549755523,7878109.070530712,527833307.7255577,11226305.425506264,12262366.045024443,3065591.511256111,12544970.888743885,12544970.888743885,1318665.463237621,1318665.463237621
S01,2029-09-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,17,0.7883333333333332,12000,60.0,75.0,8640000,6811199.999999999,3.5,23839199.999999996,42569.99999999999,2639339.9999999995,4200000.0,1226015.9999999998,8065356.0,15773843.999999996,0.0,0.0,0.0,3298958.173284735,7878109.070530712,519955198.655027,11177067.243815446,12474885.82671526,3118721.456678815,12655122.543321181,12655122.543321181,1478055.2995057348,1478055.2995057348
S01,2029-10-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,18,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,3249719.9915939183,7878109.070530712,512077089.58449626,11127829.06212463,14018995.208406081,3504748.8021015204,13763966.397898478,13763966.397898478,2636137.335773848,2636137.335773848
S01,2029-11-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,19,0.82,12000,60.0,75.0,8640000,7084800.0,3.5,24796800.0,44280.0,2745360.0,4200000.0,1275264.0,8220624.0,16576176.0,0.0,0.0,0.0,3200481.8099031015,7878109.070530712,504198980.51396555,11078590.880433813,13375694.190096898,3343923.5475242245,13232252.452475775,13232252.452475775,2153661.5720419623,2153661.5720419623
S01,2029-12-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,20,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,3151243.6282122843,7878109.070530712,496320871.44343483,11029352.698742997,14117471.571787715,3529367.8929469287,13739347.30705307,13739347.30705307,2709994.6083100736,2709994.6083100736
S01,2030-01-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,21,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,3102005.4465214675,7878109.070530712,488442762.3729041,10980114.51705218,14166709.75347853,3541677.4383696327,13727037.761630367,13727037.761630367,2746923.2445781883,2746923.2445781883
S01,2030-02-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,22,0.82,12000,60.0,75.0,8064000,6612480.0,3.5,23143680.0,41328.0,2562336.0,4200000.0,1190246.4,7952582.4,15191097.6,0.0,0.0,0.0,3052767.2648306503,7878109.070530712,480564653.3023734,10930876.335361362,12138330.335169349,3034582.583792337,12156515.016207661,12156515.016207661,1225638.6808463,1225638.6808463
S01,2030-03-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,23,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,3003529.0831398335,7878109.070530712,472686544.2318427,10881638.153670546,14265186.116860166,3566296.5292150415,13702418.670784958,13702418.670784958,2820780.517114412,2820780.517114412
S01,2030-04-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,24,0.82,12000,60.0,75.0,8640000,7084800.0,3.5,24796800.0,44280.0,2745360.0,4200000.0,1275264.0,8220624.0,16576176.0,0.0,0.0,0.0,2954290.9014490168,7878109.070530712,464808435.161312,10832399.971979728,13621885.098550983,3405471.2746377457,13170704.725362254,13170704.725362254,2338304.7533825263,2338304.7533825263
