site_id,month,site_name,region,it_load_mw,pue,total_facility_mw,target_power_ready,target_rfs,initial_gpu_count,target_gpu_count,price_per_gpu_hour,power_cost_per_mwh,fixed_opex_monthly,variable_opex_per_gpu_hour,utilization_at_rfs,utilization_mature,months_to_mature,gpu_ramp_months,equity_pct,debt_pct,debt_rate_annual,debt_tenor_years,minimum_equity_first_pct,commissioning,construction_start,design_complete,power_ready,ready_for_service,site_control,scenario,rfs_month,power_gate_open,commissioning_gate_open,rfs_gate_open,capex_usd,gpu_capex_usd,months_since_rfs,utilization,gpu_online,it_load_online_mw,facility_load_online_mw,gpu_hours_available,gpu_hours_sold,price_per_gpu_hour_scenario,revenue_usd,power_mwh,power_cost_usd,fixed_opex_usd,variable_opex_usd,opex_usd,ebitda_usd,equity_draw_usd,debt_draw_usd,interest_during_construction_usd,cash_interest_usd,principal_repayment_usd,ending_debt_balance_usd,debt_service_usd,taxable_income_proxy_usd,cash_tax_usd,operating_cash_flow_usd,unlevered_free_cash_flow_usd,equity_cash_flow_usd,net_cash_flow_post_financing_usd,grant_funding_usd,customer_prepayment_usd,equipment_finance_usd,sponsor_equity_draw_usd,maintenance_capex_usd,cads_usd,dscr,rolling_12m_cads_usd,rolling_12m_debt_service_usd,rolling_12m_dscr,adjusted_equity_cash_flow_usd,capital_stack
S01,2027-11-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,False,False,False,160881344.95668158,0.0,-5,0.0,0,0.0,0.0,0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40220336.239170395,120661008.71751118,2129062.040150799,0.0,0.0,356972735.3986173,0.0,0.0,0.0,0.0,-160881344.95668158,-40220336.2391704,0.0,0.0,0.0,8044067.247834079,40220336.239170395,0.0,0.0,,,,,-40220336.2391704,project_finance
S01,2027-12-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,False,False,False,93512995.72912401,0.0,-4,0.0,0,0.0,0.0,0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23378248.932281002,70134746.796843,2562644.8931727614,0.0,0.0,429670127.08863306,0.0,0.0,0.0,0.0,-93512995.72912401,-23378248.932281002,0.0,0.0,0.0,4675649.7864562,23378248.932281002,0.0,0.0,,0.0,0.0,,-23378248.932281002,project_finance
S01,2028-01-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,False,False,84216297.1702724,24172661.870503593,-3,0.0,0,0.0,0.0,0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21054074.2925681,63162222.87770429,2956994.0997980237,0.0,0.0,495789344.06613535,0.0,0.0,0.0,0.0,-84216297.1702724,-21054074.292568102,0.0,0.0,0.0,4210814.85851362,21054074.2925681,0.0,0.0,,0.0,0.0,,-21054074.292568102,project_finance
S01,2028-02-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,False,187593687.7865741,143884892.08633092,-2,0.0,0,0.0,0.0,0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46898421.946643524,140695265.83993056,3818907.6594363954,0.0,0.0,640303517.5655023,0.0,0.0,0.0,0.0,-187593687.7865741,-46898421.94664353,0.0,0.0,0.0,9379684.389328705,46898421.946643524,0.0,0.0,,0.0,0.0,,-46898421.94664353,project_finance
S01,2028-03-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,False,287769784.17266184,287769784.17266184,-1,0.0,0,0.0,0.0,0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71942446.04316546,215827338.1294964,5136785.134169992,0.0,0.0,861267640.8291687,0.0,0.0,0.0,0.0,-287769784.17266184,-71942446.04316545,0.0,0.0,0.0,14388489.208633093,71942446.04316546,0.0,0.0,,0.0,0.0,,-71942446.04316545,project_finance
S01,2028-04-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,24172661.870503593,24172661.870503593,0,0.25,1333,6.665,8.33125,959760,239940.0,3.5,839790.0,1499.6250000000002,92976.75000000001,4200000.0,43189.2,4336165.95,-3496375.95,6043165.467625898,18129496.402877696,0.0,5276382.823392278,7328309.47693372,872068827.7551126,12604692.300325997,0.0,0.0,-3496375.95,-27669037.820503592,-22144233.717951894,-16101068.250325996,0.0,0.0,1208633.0935251797,6043165.467625898,16795.8,-3513171.75,-0.27871935833841327,-3513171.75,12604692.300325997,-0.27871935833841327,-22161029.517951895,project_finance
S01,2028-05-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,1,0.2816666666666667,2666,13.33,16.6625,1983504,558686.96,3.5,1955404.3599999999,3491.7935000000007,216491.19700000004,4200000.0,100563.6528,4517054.8498,-2561650.4898,0.0,0.0,0.0,5232412.966530675,7328309.47693372,864740518.2781789,12560722.443464395,0.0,0.0,-2561650.4898,-2561650.4898,-15122372.933264395,-15122372.933264395,0.0,0.0,0.0,0.0,39108.0872,-2600758.577,-0.20705485601691875,-6113930.327,25165414.74379039,-0.24294971448895442,-15161481.020464394,project_finance
S01,2028-06-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,2,0.31333333333333335,4000,20.0,25.0,2880000,902400.0,3.5,3158400.0,5640.0,349680.0,4200000.0,162432.0,4712112.0,-1553712.0,0.0,0.0,0.0,5188443.109669073,7328309.47693372,857412208.8012452,12516752.586602792,0.0,0.0,-1553712.0,-1553712.0,-14070464.586602792,-14070464.586602792,0.0,0.0,0.0,0.0,63168.0,-1616880.0,-0.1291772757201109,-7730810.327,37682167.33039318,-0.2051583248706766,-14133632.586602792,project_finance
S01,2028-07-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,3,0.345,5333,26.665,33.33125,3967752,1368874.44,3.5,4791060.54,8555.465249999997,530438.8454999998,4200000.0,246397.39919999999,4976836.2447,-185775.70469999965,0.0,0.0,0.0,5144473.252807471,7328309.47693372,850083899.3243115,12472782.72974119,0.0,0.0,-185775.70469999965,-185775.70469999965,-12658558.43444119,-12658558.43444119,0.0,0.0,0.0,0.0,95821.2108,-281596.91549999965,-0.022576911792789867,-8012407.2425,50154950.06013437,-0.15975306989426466,-12754379.64524119,project_finance
S01,2028-08-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,4,0.37666666666666665,6666,33.33,41.662499999999994,4959504,1868079.8399999999,3.5,6538279.4399999995,11675.498999999998,723880.9379999998,4200000.0,336254.37119999994,5260135.3092,1278144.1307999995,0.0,0.0,0.0,5100503.395945868,7328309.47693372,842755589.8473778,12428812.872879587,0.0,0.0,1278144.1307999995,1278144.1307999995,-11150668.742079588,-11150668.742079588,0.0,0.0,0.0,0.0,130765.5888,1147378.5419999994,0.09231602034202703,-6865028.7005,62583762.93301396,-0.10969344728996129,-11281434.330879588,project_finance
S01,2028-09-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,5,0.4083333333333333,8000,40.0,50.0,5760000,2352000.0,3.5,8232000.0,14700.0,911400.0,4200000.0,423360.0,5534760.0,2697240.0,0.0,0.0,0.0,5056533.539084266,7328309.47693372,835427280.370444,12384843.016017985,0.0,0.0,2697240.0,2697240.0,-9687603.016017985,-9687603.016017985,0.0,0.0,0.0,0.0,164640.0,2532600.0,0.20449189357704833,-4332428.7005,74968605.94903195,-0.05778990613011317,-9852243.016017985,project_finance
S01,2028-10-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,6,0.43999999999999995,9333,46.665000000000006,58.33125000000001,6943752,3055250.8799999994,3.5,10693378.079999998,19095.318000000003,1183909.7160000002,4200000.0,549945.1583999998,5933854.8744,4759523.205599998,0.0,0.0,0.0,5012563.682222663,7328309.47693372,828098970.8935103,12340873.159156382,0.0,0.0,4759523.205599998,4759523.205599998,-7581349.953556384,-7581349.953556384,0.0,0.0,0.0,0.0,213867.56159999996,4545655.643999998,0.36834149297023794,213226.9434999982,87309479.10818833,0.002442196949036667,-7795217.515156384,project_finance
S01,2028-11-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,7,0.4716666666666667,10666,53.33,66.6625,7679520,3622173.6,3.5,12677607.6,22638.584999999995,1403592.2699999998,4200000.0,651991.248,6255583.517999999,6422024.082,0.0,0.0,0.0,4968593.825361062,7328309.47693372,820770661.4165766,12296903.302294781,1453430.2566389386,363357.56415973464,6058666.517840266,6058666.517840266,-6238236.784454515,-6238236.784454515,0.0,0.0,0.0,0.0,253552.152,5805114.365840266,0.4720793701579281,6018341.309340265,99606382.4104831,0.06042124172865114,-6491788.936454515,project_finance
S01,2028-12-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,8,0.5033333333333333,12000,60.0,75.0,8928000,4493760.0,3.5,15728160.0,28085.999999999996,1741331.9999999998,4200000.0,808876.7999999999,6750208.8,8977951.2,0.0,0.0,0.0,4924623.968499459,7328309.47693372,813442351.9396429,12252933.445433179,4053327.23150054,1013331.807875135,7964619.392124864,7964619.392124864,-4288314.053308315,-4288314.053308315,0.0,0.0,0.0,0.0,314563.2,7650056.192124864,0.6243448743269013,13668397.501465129,111859315.85591629,0.12219275075015758,-4602877.253308315,project_finance
S01,2029-01-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,9,0.5349999999999999,12000,60.0,75.0,8928000,4776479.999999999,3.5,16717679.999999996,29852.999999999996,1850885.9999999998,4200000.0,859766.3999999998,6910652.399999999,9807027.599999998,0.0,0.0,0.0,4880654.111637857,7328309.47693372,806114042.4627092,12208963.588571576,4926373.488362141,1231593.3720905352,8575434.227909463,8575434.227909463,-3633529.360662114,-3633529.360662114,0.0,0.0,0.0,0.0,334353.5999999999,8241080.627909463,0.6750024740530537,21909478.129374593,124068279.44448787,0.17659210095822758,-3967882.9606621135,project_finance
S01,2029-02-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,10,0.5666666666666667,12000,60.0,75.0,8064000,4569600.0,3.5,15993600.0,28560.0,1770720.0,4200000.0,822528.0,6793248.0,9200352.0,0.0,0.0,0.0,4836684.254776254,7328309.47693372,798785732.9857755,12164993.731709974,4363667.745223746,1090916.9363059364,8109435.063694064,8109435.063694064,-4055558.6680159103,-4055558.6680159103,0.0,0.0,0.0,0.0,319872.0,7789563.063694064,0.6403261058317966,29699041.193068653,136233273.17619783,0.21800137734822891,-4375430.66801591,project_finance
S01,2029-03-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,11,0.5983333333333334,12000,60.0,75.0,8928000,5341920.0,3.5,18696720.0,33387.0,2069994.0,4200000.0,961545.6,7231539.6,11465180.4,0.0,0.0,0.0,4792714.397914652,7328309.47693372,791457423.5088418,12121023.874848371,6672466.002085349,1668116.5005213371,9797063.899478663,9797063.899478663,-2323959.9753697086,-2323959.9753697086,0.0,0.0,0.0,0.0,373934.4,9423129.499478662,0.7774202572962543,39122170.69254732,148354297.05104622,0.2637077015644922,-2697894.375369709,project_finance
S01,2029-04-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,12,0.6299999999999999,12000,60.0,75.0,8640000,5443199.999999999,3.5,19051199.999999996,34019.99999999999,2109239.9999999995,4200000.0,979775.9999999998,7289016.0,11762183.999999996,0.0,0.0,0.0,4748744.54105305,7328309.47693372,784129114.031908,12077054.01798677,7013439.458946946,1753359.8647367365,10008824.13526326,10008824.13526326,-2068229.8827235103,-2068229.8827235103,0.0,0.0,0.0,0.0,381023.99999999994,9627800.13526326,0.797197737206793,52263142.57781058,147826658.76870698,0.3535434204704762,-2449253.8827235103,project_finance
S01,2029-05-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,13,0.6616666666666666,12000,60.0,75.0,8928000,5907360.0,3.5,20675760.0,36921.0,2289102.0,4200000.0,1063324.8,7552426.8,13123333.2,0.0,0.0,0.0,4704774.684191448,7328309.47693372,776800804.5549743,12033084.161125168,8418558.515808553,2104639.628952138,11018693.571047861,11018693.571047861,-1014390.5900773071,-1014390.5900773071,0.0,0.0,0.0,0.0,413515.2,10605178.371047862,0.881335011792705,65469079.52585844,147299020.48636776,0.4444637806122918,-1427905.7900773063,project_finance
S01,2029-06-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,14,0.6933333333333334,12000,60.0,75.0,8640000,5990400.0,3.5,20966400.0,37440.0,2321280.0,4200000.0,1078272.0,7599552.0,13366848.0,0.0,0.0,0.0,4660804.827329845,7328309.47693372,769472495.0780406,11989114.304263566,8706043.172670156,2176510.793167539,11190337.206832461,11190337.206832461,-798777.0974311046,-798777.0974311046,0.0,0.0,0.0,0.0,419328.0,10771009.206832461,0.8983990754848402,77856968.7326909,146771382.20402852,0.5304642333098769,-1218105.0974311046,project_finance
S01,2029-07-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,15,0.725,12000,60.0,75.0,8928000,6472800.0,3.5,22654800.0,40455.0,2508210.0,4200000.0,1165104.0,7873314.0,14781486.0,0.0,0.0,0.0,4616834.970468243,7328309.47693372,762144185.6011069,11945144.447401963,10164651.029531758,2541162.7573829396,12240323.24261706,12240323.24261706,295178.7952150963,295178.7952150963,0.0,0.0,0.0,0.0,453096.0,11787227.24261706,0.9867797994841954,89925792.89080796,146243743.9216893,0.6149035198316687,-157917.20478490368,project_finance
S01,2029-08-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,16,0.7566666666666666,12000,60.0,75.0,8928000,6755519.999999999,3.5,23644319.999999996,42221.99999999999,2617763.9999999995,4200000.0,1215993.5999999999,8033757.6,15610562.399999997,0.0,0.0,0.0,4572865.113606641,7328309.47693372,754815876.1241732,11901174.59054036,11037697.286393356,2759424.321598339,12851138.078401659,12851138.078401659,949963.487861298,949963.487861298,0.0,0.0,0.0,0.0,472886.3999999999,12378251.678401658,1.040086554838083,101156666.02720962,145716105.6393501,0.6942037435283519,477077.08786129765,project_finance
S01,2029-09-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,17,0.7883333333333332,12000,60.0,75.0,8640000,6811199.999999999,3.5,23839199.999999996,42569.99999999999,2639339.9999999995,4200000.0,1226015.9999999998,8065356.0,15773843.999999996,0.0,0.0,0.0,4528895.256745039,7328309.47693372,747487566.6472394,11857204.733678758,11244948.743254958,2811237.1858137394,12962606.814186256,12962606.814186256,1105402.0805074982,1105402.0805074982,0.0,0.0,0.0,0.0,476783.99999999994,12485822.814186256,1.053015706030781,111109888.84139588,145188467.35701084,0.7652804032167547,628618.0805074982,project_finance
