month,scenario,capex_usd,gpu_capex_usd,revenue_usd,opex_usd,ebitda_usd,operating_cash_flow_usd,equity_draw_usd,debt_draw_usd,debt_service_usd,interest_during_construction_usd,unlevered_free_cash_flow_usd,net_cash_flow_post_financing_usd,gpu_online,it_load_online_mw,facility_load_online_mw,power_mwh,cumulative_cash_change_usd,cash_balance_pre_support_usd,incremental_funding_required_usd,funding_raise_usd,cash_balance_usd,liquidity_headroom_usd
2029-08-01,severe_downside,461591668.2430738,276258992.8057554,5028750.799072,5230617.6088208,-201866.80974879954,-201866.80974879954,189322234.83110029,272269433.41197354,17287687.365189116,8809376.27564162,-461793535.05282265,-17489554.174937915,6666,33.33,41.662499999999994,9868.035319999999,-97281605.10355991,52718394.89644009,0.0,0.0,52718394.89644009,2718394.8964400887
2029-09-01,severe_downside,664435781.8859407,552517985.6115108,6153929.600000001,5461217.4399999995,692712.1600000011,692712.1600000011,243744303.28752226,420691478.5984184,17198706.6213977,12643938.642965486,-663743069.7259407,-16505994.46139764,8000,40.0,50.0,12076.0,-113787599.56495756,36212400.43504244,13787599.56495756,13787599.56495756,50000000.0,0.0
2029-10-01,severe_downside,158491016.51744467,46411510.7913669,8556213.242304001,11827311.433385601,-3271098.191081601,-3271098.191081601,66679806.353713416,91811210.16373126,45353332.82676174,1393233.8282345103,-161762114.70852628,-48624431.01784333,10833,54.165000000000006,67.48125000000002,16797.07224,-162412030.5828009,-12412030.582800895,62412030.582800895,48624431.017843336,50000000.0,0.0
2029-11-01,severe_downside,90126031.93165235,0.0,10630585.39088,12223762.067256,-1593176.676376,-1593176.676376,40556714.369243555,49569317.5624088,45119595.55532659,1826415.5150549784,-91719208.60802835,-46712772.23170259,13666,68.33,84.96249999999999,20875.328199999996,-209124802.8145035,-59124802.81450349,109124802.81450349,46712772.231702596,50000000.0,0.0
2029-12-01,severe_downside,46057374.89115364,0.0,13646151.937600002,12805173.9343744,840978.0032256017,840978.0032256017,20725818.701019138,25331556.190134503,44885858.28389144,2057258.274549089,-45216396.88792804,-44044880.280665845,16500,82.5,102.45,26802.63224,-253169683.09516934,-103169683.09516934,153169683.09516934,44044880.280665845,50000000.0,0.0
2030-01-01,severe_downside,76635607.37562457,23205755.39568345,15262566.883200001,13097397.0793088,2165169.8038912,2165169.8038912,34486023.31903105,42149584.056593515,44652121.01245629,2433016.434363801,-74470437.57173337,-42486951.208565086,18000,90.0,111.6,29985.000480000002,-295656634.3037344,-145656634.30373442,195656634.30373442,42486951.208565086,50000000.0,0.0
2030-02-01,severe_downside,180676126.09978944,138129496.4028777,15357183.296,13090295.207424,2266888.088576001,2266888.088576001,81304256.74490523,99371869.3548842,44418383.74102114,3298357.963572409,-178409238.01121345,-42151495.65244514,19500,97.5,120.75,30177.7504,-337808129.95617956,-187808129.95617956,237808129.95617956,42151495.65244514,50000000.0,0.0
2030-03-01,severe_downside,276258992.8057554,276258992.8057554,18866238.664,13745034.635391999,5121204.028608001,5121204.028608001,124316546.76258989,151942446.04316548,44184646.46958599,4617904.7976296805,-271137788.77714735,-39063442.44097802,21000,105.0,129.9,37080.8732,-376871572.39715755,-226871572.39715755,276871572.39715755,39063442.44097799,50000000.0,0.0
2030-04-01,severe_downside,23205755.39568345,23205755.39568345,20718885.095999997,17466316.483104,3252568.6128959977,3252568.6128959977,10442589.928057551,12763165.467625897,55391124.374385834,0.0,-19953186.78278745,-52138555.76148984,23625,118.125,145.6875,40627.7784,-429010128.1586474,-279010128.1586474,329010128.1586474,52138555.76148987,50000000.0,0.0
2030-05-01,severe_downside,0.0,0.0,24195948.6041,18094169.9520844,6101778.6520155985,6062572.153113207,0.0,0.0,55100653.24705921,0.0,6062572.153113207,-49038081.093946,26250,131.25,161.475,47339.26114,-478048209.2525934,-328048209.2525934,378048209.2525934,49038081.09394598,50000000.0,0.0
2030-06-01,severe_downside,0.0,0.0,26347297.431,18466416.187764,7880881.2432360025,7812043.491585758,0.0,0.0,54810182.11973257,0.0,7812043.491585758,-46998138.62814682,28875,144.375,177.2625,51437.945400000004,-525046347.8807402,-375046347.8807402,425046347.8807402,46998138.62814683,50000000.0,0.0
2030-07-01,severe_downside,0.0,0.0,30498290.823000003,19211907.358356,11286383.464644006,11009514.409045907,0.0,0.0,54519710.99240595,0.0,11009514.409045907,-43510196.583360046,31500,157.5,193.05,59421.885,-568556544.4641002,-418556544.46410024,468556544.46410024,43510196.58336002,50000000.0,0.0
2030-08-01,severe_downside,0.0,0.0,34014199.037,19834001.845083997,14180197.191916004,13784496.857970051,0.0,0.0,54229239.86507932,0.0,13784496.857970051,-40444743.00710927,34125,170.625,208.83749999999998,66147.2854,-609001287.4712095,-459001287.4712095,509001287.4712095,40444743.007109284,50000000.0,0.0
2030-09-01,severe_downside,0.0,0.0,36554772.891,20272496.955684,16282275.935316004,15866291.389822196,0.0,0.0,53938768.73775269,0.0,15866291.389822196,-38072477.34793049,36750,183.75,224.625,70963.30140000001,-647073764.81914,-497073764.81913996,547073764.81914,38072477.34793043,50000000.0,0.0
2030-10-01,severe_downside,0.0,0.0,40274167.0149,20948817.780975603,19325349.2339244,18691986.34328274,0.0,0.0,53648297.61042606,0.0,18691986.34328274,-34956311.267143324,37875,189.375,231.2625,78006.31866,-682030076.0862833,-532030076.0862833,582030076.0862833,34956311.26714337,50000000.0,0.0
2030-11-01,severe_downside,0.0,0.0,41040656.748,21068599.033871997,19972057.714128006,19418112.384738494,0.0,0.0,53357826.48309944,0.0,19418112.384738494,-33939714.09836095,39000,195.0,237.89999999999998,79299.36720000001,-715969790.1846442,-565969790.1846442,615969790.1846442,33939714.098360896,50000000.0,0.0
2030-12-01,severe_downside,0.0,0.0,43628538.844799995,21531615.2687232,22096923.576076802,21383164.7605656,0.0,0.0,53067355.35577281,0.0,21383164.7605656,-31684190.595207207,39000,195.0,237.89999999999998,84254.33952,-747653980.7798514,-597653980.7798514,647653980.7798514,31684190.595207214,50000000.0,0.0
2031-01-01,severe_downside,0.0,0.0,44848399.05,21742344.869112,23106054.180888005,22180035.735825215,0.0,0.0,52776884.22844618,0.0,22180035.735825215,-30596848.492620964,39000,195.0,237.89999999999998,86565.9996,-778250829.2724724,-628250829.2724724,678250829.2724724,30596848.492620945,50000000.0,0.0
2031-02-01,severe_downside,0.0,0.0,41610040.6176,21135035.0047104,20475005.612889603,20057650.220056526,0.0,0.0,52486413.101119556,0.0,20057650.220056526,-32428762.88106303,39000,195.0,237.89999999999998,80276.59584000001,-810679592.1535354,-660679592.1535354,710679592.1535354,32428762.881062984,50000000.0,0.0
2031-03-01,severe_downside,0.0,0.0,47288119.4604,22163804.0698896,25124315.390510406,23660257.593753964,0.0,0.0,52195941.973792925,0.0,23660257.593753964,-28535684.38003897,39000,195.0,237.89999999999998,91189.31976000001,-839215276.5335743,-689215276.5335743,739215276.5335743,28535684.380038977,50000000.0,0.0
2031-04-01,severe_downside,0.0,0.0,46943206.128000006,22088258.390592,24854947.737408005,23385614.072095502,0.0,0.0,51905470.84646629,0.0,23385614.072095502,-28519856.77437079,39000,195.0,237.89999999999998,90484.8192,-867735133.3079451,-717735133.3079451,767735133.3079451,28519856.77437079,50000000.0,0.0
2031-05-01,severe_downside,0.0,0.0,49727839.870799996,22585263.2706672,27142576.6001328,25028717.937307443,0.0,0.0,51614999.71913966,0.0,25028717.937307443,-26586281.78183222,39000,195.0,237.89999999999998,95812.63992,-894321415.0897774,-744321415.0897774,794321415.0897774,26586281.78183222,50000000.0,0.0
2031-06-01,severe_downside,0.0,0.0,49304225.88,22496122.133279998,26808103.746720005,24705245.515416186,0.0,0.0,51324528.59181303,0.0,24705245.515416186,-26619283.076396845,39000,195.0,237.89999999999998,94959.0,-920940698.1661742,-770940698.1661742,820940698.1661742,26619283.076396823,50000000.0,0.0
2031-07-01,severe_downside,0.0,0.0,51425876.502,22880339.939016,28545536.562984,25935702.345782526,0.0,0.0,51034057.464486405,0.0,25935702.345782526,-25098355.11870388,39000,195.0,237.89999999999998,98973.6876,-946039053.284878,-796039053.284878,846039053.284878,25098355.118703842,50000000.0,0.0
2031-08-01,severe_downside,0.0,0.0,51904052.928,22964687.006976,28939365.921024002,26158456.58248087,0.0,0.0,50743586.33715977,0.0,26158456.58248087,-24585129.754678898,39000,195.0,237.89999999999998,99823.0752,-970624183.0395569,-820624183.0395569,870624183.0395569,24585129.754678845,50000000.0,0.0
2031-09-01,severe_downside,0.0,0.0,50229728.64,22659374.52288,27570354.117120005,25059079.947721217,0.0,0.0,50453115.209833145,0.0,25059079.947721217,-25394035.262111925,39000,195.0,237.89999999999998,96602.976,-996018218.3016688,-846018218.3016688,896018218.3016688,25394035.262111902,50000000.0,0.0
2031-10-01,severe_downside,0.0,0.0,51904052.928,22964687.006976,28939365.921024002,26013221.018817555,0.0,0.0,50162644.08250651,0.0,26013221.018817555,-24149423.063688952,39000,195.0,237.89999999999998,99823.0752,-1020167641.3653578,-870167641.3653578,920167641.3653578,24149423.063688993,50000000.0,0.0
2031-11-01,severe_downside,0.0,0.0,50229728.64,22659374.52288,27570354.117120005,24913844.3840579,0.0,0.0,49872172.955179885,0.0,24913844.3840579,-24958328.571121983,39000,195.0,237.89999999999998,96602.976,-1045125969.9364797,-895125969.9364797,945125969.9364797,24958328.57112193,50000000.0,0.0
2031-12-01,severe_downside,0.0,0.0,51904052.928,22964687.006976,28939365.921024002,25867985.45515424,0.0,0.0,49581701.82785325,0.0,25867985.45515424,-23713716.37269901,39000,195.0,237.89999999999998,99823.0752,-1068839686.3091787,-918839686.3091787,968839686.3091787,23713716.372699022,50000000.0,0.0
