scenario,year,segment,share,role,capital_usd_bn,implied_gw,merchant_fraction,merchant_capital_usd_bn,merchant_addressable_gw,us_merchant_capital_implied_gw,path_evidence,calculation_evidence,capacity_cost_evidence
hyperscaler-heavy,2029,Hyperscalers,0.7628571428571428,Fund capacity for internal use and resale,636.7171250000002,18.191917857142865,0.4,254.6868500000001,7.276767142857146,5.093737000000002,assumption,derived,calibrated
hyperscaler-heavy,2029,Neoclouds,0.13428571428571429,Fund capacity for assumed resale; consumers unidentified,112.08129166666671,3.2023226190476204,1.0,112.08129166666671,3.2023226190476204,2.2416258333333343,assumption,derived,calibrated
hyperscaler-heavy,2029,Enterprise and sovereign,0.10285714285714286,Fund self-build; consumers not separately measured,85.84950000000003,2.452842857142858,0.0,0.0,0.0,0.0,assumption,derived,calibrated
hyperscaler-heavy,2030,Hyperscalers,0.7771428571428571,Fund capacity for internal use and resale,713.5047333333335,20.38584952380953,0.4,285.4018933333334,8.154339809523812,5.708037866666668,assumption,derived,calibrated
hyperscaler-heavy,2030,Neoclouds,0.12571428571428572,Fund capacity for assumed resale; consumers unidentified,115.41988333333339,3.297710952380954,1.0,115.41988333333339,3.297710952380954,2.3083976666666675,assumption,derived,calibrated
hyperscaler-heavy,2030,Enterprise and sovereign,0.09714285714285714,Fund self-build; consumers not separately measured,89.1880916666667,2.548231190476191,0.0,0.0,0.0,0.0,assumption,derived,calibrated
hyperscaler-heavy,2031,Hyperscalers,0.7914285714285714,Fund capacity for internal use and resale,799.2826920833336,22.836648345238103,0.4,319.71307683333345,9.134659338095242,6.394261536666669,assumption,derived,calibrated
hyperscaler-heavy,2031,Neoclouds,0.11714285714285715,Fund capacity for assumed resale; consumers unidentified,118.30538041666672,3.380153726190478,1.0,118.30538041666672,3.380153726190478,2.3661076083333343,assumption,derived,calibrated
hyperscaler-heavy,2031,Enterprise and sovereign,0.09142857142857143,Fund self-build; consumers not separately measured,92.3359066666667,2.638168761904763,0.0,0.0,0.0,0.0,assumption,derived,calibrated
hyperscaler-heavy,2032,Hyperscalers,0.8057142857142856,Fund capacity for internal use and resale,895.0811952500003,25.573748435714293,0.4,358.03247810000016,10.229499374285718,7.1606495620000015,assumption,derived,calibrated
hyperscaler-heavy,2032,Neoclouds,0.10857142857142858,Fund capacity for assumed resale; consumers unidentified,120.6137780833334,3.446107945238097,1.0,120.6137780833334,3.446107945238097,2.412275561666668,assumption,derived,calibrated
hyperscaler-heavy,2032,Enterprise and sovereign,0.08571428571428572,Fund self-build; consumers not separately measured,95.22140375000005,2.720611535714287,0.0,0.0,0.0,0.0,assumption,derived,calibrated
hyperscaler-heavy,2033,Hyperscalers,0.82,Fund capacity for internal use and resale,1002.0465721291672,28.62990206083335,0.4,400.8186288516669,11.45196082433334,8.016372577033339,assumption,derived,calibrated
hyperscaler-heavy,2033,Neoclouds,0.1,Fund capacity for assumed resale; consumers unidentified,122.20080147916674,3.4914514708333355,1.0,122.20080147916674,3.4914514708333355,2.444016029583335,assumption,derived,calibrated
hyperscaler-heavy,2033,Enterprise and sovereign,0.08,Fund self-build; consumers not separately measured,97.76064118333339,2.7931611766666684,0.0,0.0,0.0,0.0,assumption,derived,calibrated
neocloud-growth,2026,Hyperscalers,0.72,Fund capacity for internal use and resale,451.5,12.9,0.4,180.60000000000002,5.16,3.6119999999999997,assumption,derived,calibrated
neocloud-growth,2026,Neoclouds,0.16,Fund capacity for assumed resale; consumers unidentified,100.33333333333334,2.866666666666667,1.0,100.33333333333334,2.866666666666667,2.006666666666667,assumption,derived,calibrated
neocloud-growth,2026,Enterprise and sovereign,0.12,Fund self-build; consumers not separately measured,75.25,2.15,0.0,0.0,0.0,0.0,assumption,derived,calibrated
neocloud-growth,2027,Hyperscalers,0.7,Fund capacity for internal use and resale,482.8541666666667,13.795833333333334,0.4,193.14166666666668,5.518333333333334,3.862833333333334,assumption,derived,calibrated
neocloud-growth,2027,Neoclouds,0.18,Fund capacity for assumed resale; consumers unidentified,124.16250000000001,3.5475000000000003,1.0,124.16250000000001,3.5475000000000003,2.48325,assumption,derived,calibrated
neocloud-growth,2027,Enterprise and sovereign,0.12,Fund self-build; consumers not separately measured,82.775,2.365,0.0,0.0,0.0,0.0,assumption,derived,calibrated
neocloud-growth,2028,Hyperscalers,0.6799999999999999,Fund capacity for internal use and resale,515.9641666666668,14.741833333333336,0.4,206.3856666666667,5.8967333333333345,4.127713333333334,assumption,derived,calibrated
neocloud-growth,2028,Neoclouds,0.2,Fund capacity for assumed resale; consumers unidentified,151.7541666666667,4.335833333333334,1.0,151.7541666666667,4.335833333333334,3.035083333333334,assumption,derived,calibrated
neocloud-growth,2028,Enterprise and sovereign,0.12,Fund self-build; consumers not separately measured,91.05250000000001,2.6015,0.0,0.0,0.0,0.0,assumption,derived,calibrated
neocloud-growth,2029,Hyperscalers,0.6599999999999999,Fund capacity for internal use and resale,550.8676250000002,15.739075000000005,0.4,220.34705000000008,6.295630000000003,4.4069410000000016,assumption,derived,calibrated
neocloud-growth,2029,Neoclouds,0.22,Fund capacity for assumed resale; consumers unidentified,183.62254166666673,5.246358333333335,1.0,183.62254166666673,5.246358333333335,3.6724508333333343,assumption,derived,calibrated
neocloud-growth,2029,Enterprise and sovereign,0.12,Fund self-build; consumers not separately measured,100.15775000000004,2.861650000000001,0.0,0.0,0.0,0.0,assumption,derived,calibrated
neocloud-growth,2030,Hyperscalers,0.64,Fund capacity for internal use and resale,587.5921333333335,16.788346666666673,0.4,235.03685333333343,6.7153386666666695,4.700737066666668,assumption,derived,calibrated
neocloud-growth,2030,Neoclouds,0.24,Fund capacity for assumed resale; consumers unidentified,220.34705000000008,6.295630000000003,1.0,220.34705000000008,6.295630000000003,4.4069410000000016,assumption,derived,calibrated
neocloud-growth,2030,Enterprise and sovereign,0.12,Fund self-build; consumers not separately measured,110.17352500000004,3.1478150000000014,0.0,0.0,0.0,0.0,assumption,derived,calibrated
neocloud-growth,2031,Hyperscalers,0.62,Fund capacity for internal use and resale,626.1528670833336,17.890081916666674,0.4,250.46114683333346,7.156032766666669,5.009222936666668,assumption,derived,calibrated
neocloud-growth,2031,Neoclouds,0.26,Fund capacity for assumed resale; consumers unidentified,262.58023458333344,7.50229241666667,1.0,262.58023458333344,7.50229241666667,5.251604691666668,assumption,derived,calibrated
neocloud-growth,2031,Enterprise and sovereign,0.12,Fund self-build; consumers not separately measured,121.19087750000004,3.4625965000000014,0.0,0.0,0.0,0.0,assumption,derived,calibrated
neocloud-growth,2032,Hyperscalers,0.6,Fund capacity for internal use and resale,666.5498262500003,19.044280750000006,0.4,266.6199305000001,7.617712300000003,5.332398610000001,assumption,derived,calibrated
neocloud-growth,2032,Neoclouds,0.27999999999999997,Fund capacity for assumed resale; consumers unidentified,311.05658558333346,8.88733101666667,1.0,311.05658558333346,8.88733101666667,6.2211317116666685,assumption,derived,calibrated
neocloud-growth,2032,Enterprise and sovereign,0.12,Fund self-build; consumers not separately measured,133.30996525000006,3.8088561500000018,0.0,0.0,0.0,0.0,assumption,derived,calibrated
neocloud-growth,2033,Hyperscalers,0.58,Fund capacity for internal use and resale,708.764648579167,20.250418530833343,0.4,283.5058594316668,8.100167412333338,5.670117188633336,assumption,derived,calibrated
neocloud-growth,2033,Neoclouds,0.3,Fund capacity for assumed resale; consumers unidentified,366.6024044375002,10.474354412500006,1.0,366.6024044375002,10.474354412500006,7.332048088750003,assumption,derived,calibrated
neocloud-growth,2033,Enterprise and sovereign,0.12,Fund self-build; consumers not separately measured,146.64096177500008,4.189741765000003,0.0,0.0,0.0,0.0,assumption,derived,calibrated
enterprise-sovereign-growth,2026,Hyperscalers,0.72,Fund capacity for internal use and resale,451.5,12.9,0.4,180.60000000000002,5.16,3.6119999999999997,assumption,derived,calibrated
enterprise-sovereign-growth,2026,Neoclouds,0.16,Fund capacity for assumed resale; consumers unidentified,100.33333333333334,2.866666666666667,1.0,100.33333333333334,2.866666666666667,2.006666666666667,assumption,derived,calibrated
enterprise-sovereign-growth,2026,Enterprise and sovereign,0.12,Fund self-build; consumers not separately measured,75.25,2.15,0.0,0.0,0.0,0.0,assumption,derived,calibrated
enterprise-sovereign-growth,2027,Hyperscalers,0.7,Fund capacity for internal use and resale,482.8541666666667,13.795833333333334,0.4,193.14166666666668,5.518333333333334,3.862833333333334,assumption,derived,calibrated
enterprise-sovereign-growth,2027,Neoclouds,0.16,Fund capacity for assumed resale; consumers unidentified,110.36666666666667,3.1533333333333338,1.0,110.36666666666667,3.1533333333333338,2.2073333333333336,assumption,derived,calibrated
enterprise-sovereign-growth,2027,Enterprise and sovereign,0.13999999999999999,Fund self-build; consumers not separately measured,96.57083333333334,2.7591666666666668,0.0,0.0,0.0,0.0,assumption,derived,calibrated
enterprise-sovereign-growth,2028,Hyperscalers,0.6799999999999999,Fund capacity for internal use and resale,515.9641666666668,14.741833333333336,0.4,206.3856666666667,5.8967333333333345,4.127713333333334,assumption,derived,calibrated
enterprise-sovereign-growth,2028,Neoclouds,0.16,Fund capacity for assumed resale; consumers unidentified,121.40333333333336,3.4686666666666675,1.0,121.40333333333336,3.4686666666666675,2.428066666666667,assumption,derived,calibrated
enterprise-sovereign-growth,2028,Enterprise and sovereign,0.16,Fund self-build; consumers not separately measured,121.40333333333336,3.4686666666666675,0.0,0.0,0.0,0.0,assumption,derived,calibrated
enterprise-sovereign-growth,2029,Hyperscalers,0.6599999999999999,Fund capacity for internal use and resale,550.8676250000002,15.739075000000005,0.4,220.34705000000008,6.295630000000003,4.4069410000000016,assumption,derived,calibrated
enterprise-sovereign-growth,2029,Neoclouds,0.16,Fund capacity for assumed resale; consumers unidentified,133.54366666666672,3.815533333333335,1.0,133.54366666666672,3.815533333333335,2.6708733333333345,assumption,derived,calibrated
enterprise-sovereign-growth,2029,Enterprise and sovereign,0.18,Fund self-build; consumers not separately measured,150.23662500000006,4.292475000000001,0.0,0.0,0.0,0.0,assumption,derived,calibrated
enterprise-sovereign-growth,2030,Hyperscalers,0.64,Fund capacity for internal use and resale,587.5921333333335,16.788346666666673,0.4,235.03685333333343,6.7153386666666695,4.700737066666668,assumption,derived,calibrated
enterprise-sovereign-growth,2030,Neoclouds,0.16,Fund capacity for assumed resale; consumers unidentified,146.8980333333334,4.197086666666668,1.0,146.8980333333334,4.197086666666668,2.9379606666666676,assumption,derived,calibrated
enterprise-sovereign-growth,2030,Enterprise and sovereign,0.2,Fund self-build; consumers not separately measured,183.62254166666673,5.246358333333335,0.0,0.0,0.0,0.0,assumption,derived,calibrated
enterprise-sovereign-growth,2031,Hyperscalers,0.62,Fund capacity for internal use and resale,626.1528670833336,17.890081916666674,0.4,250.46114683333346,7.156032766666669,5.009222936666668,assumption,derived,calibrated
enterprise-sovereign-growth,2031,Neoclouds,0.16,Fund capacity for assumed resale; consumers unidentified,161.58783666666673,4.616795333333335,1.0,161.58783666666673,4.616795333333335,3.2317567333333344,assumption,derived,calibrated
enterprise-sovereign-growth,2031,Enterprise and sovereign,0.22,Fund self-build; consumers not separately measured,222.18327541666676,6.348093583333336,0.0,0.0,0.0,0.0,assumption,derived,calibrated
enterprise-sovereign-growth,2032,Hyperscalers,0.6,Fund capacity for internal use and resale,666.5498262500003,19.044280750000006,0.4,266.6199305000001,7.617712300000003,5.332398610000001,assumption,derived,calibrated
enterprise-sovereign-growth,2032,Neoclouds,0.16,Fund capacity for assumed resale; consumers unidentified,177.74662033333342,5.078474866666669,1.0,177.74662033333342,5.078474866666669,3.554932406666668,assumption,derived,calibrated
enterprise-sovereign-growth,2032,Enterprise and sovereign,0.24,Fund self-build; consumers not separately measured,266.6199305000001,7.6177123000000035,0.0,0.0,0.0,0.0,assumption,derived,calibrated
enterprise-sovereign-growth,2033,Hyperscalers,0.58,Fund capacity for internal use and resale,708.764648579167,20.250418530833343,0.4,283.5058594316668,8.100167412333338,5.670117188633336,assumption,derived,calibrated
enterprise-sovereign-growth,2033,Neoclouds,0.16,Fund capacity for assumed resale; consumers unidentified,195.52128236666678,5.586322353333337,1.0,195.52128236666678,5.586322353333337,3.9104256473333354,assumption,derived,calibrated
enterprise-sovereign-growth,2033,Enterprise and sovereign,0.26,Fund self-build; consumers not separately measured,317.72208384583354,9.077773824166673,0.0,0.0,0.0,0.0,assumption,derived,calibrated
static-control,2026,Hyperscalers,0.72,Fund capacity for internal use and resale,451.5,12.9,0.4,180.60000000000002,5.16,3.6119999999999997,assumption,derived,calibrated
static-control,2026,Neoclouds,0.16,Fund capacity for assumed resale; consumers unidentified,100.33333333333334,2.866666666666667,1.0,100.33333333333334,2.866666666666667,2.006666666666667,assumption,derived,calibrated
static-control,2026,Enterprise and sovereign,0.12,Fund self-build; consumers not separately measured,75.25,2.15,0.0,0.0,0.0,0.0,assumption,derived,calibrated
static-control,2027,Hyperscalers,0.72,Fund capacity for internal use and resale,496.65000000000003,14.190000000000001,0.4,198.66000000000003,5.676000000000001,3.9732000000000003,assumption,derived,calibrated
static-control,2027,Neoclouds,0.16,Fund capacity for assumed resale; consumers unidentified,110.36666666666667,3.1533333333333338,1.0,110.36666666666667,3.1533333333333338,2.2073333333333336,assumption,derived,calibrated
static-control,2027,Enterprise and sovereign,0.12,Fund self-build; consumers not separately measured,82.775,2.365,0.0,0.0,0.0,0.0,assumption,derived,calibrated
static-control,2028,Hyperscalers,0.72,Fund capacity for internal use and resale,546.315,15.609000000000002,0.4,218.52600000000004,6.243600000000001,4.37052,assumption,derived,calibrated
static-control,2028,Neoclouds,0.16,Fund capacity for assumed resale; consumers unidentified,121.40333333333336,3.4686666666666675,1.0,121.40333333333336,3.4686666666666675,2.428066666666667,assumption,derived,calibrated
static-control,2028,Enterprise and sovereign,0.12,Fund self-build; consumers not separately measured,91.05250000000001,2.6015,0.0,0.0,0.0,0.0,assumption,derived,calibrated
static-control,2029,Hyperscalers,0.72,Fund capacity for internal use and resale,600.9465000000002,17.169900000000005,0.4,240.37860000000012,6.867960000000003,4.807572000000001,assumption,derived,calibrated
static-control,2029,Neoclouds,0.16,Fund capacity for assumed resale; consumers unidentified,133.54366666666672,3.815533333333335,1.0,133.54366666666672,3.815533333333335,2.6708733333333345,assumption,derived,calibrated
static-control,2029,Enterprise and sovereign,0.12,Fund self-build; consumers not separately measured,100.15775000000004,2.861650000000001,0.0,0.0,0.0,0.0,assumption,derived,calibrated
static-control,2030,Hyperscalers,0.72,Fund capacity for internal use and resale,661.0411500000002,18.886890000000008,0.4,264.4164600000001,7.554756000000004,5.288329200000002,assumption,derived,calibrated
static-control,2030,Neoclouds,0.16,Fund capacity for assumed resale; consumers unidentified,146.8980333333334,4.197086666666668,1.0,146.8980333333334,4.197086666666668,2.9379606666666676,assumption,derived,calibrated
static-control,2030,Enterprise and sovereign,0.12,Fund self-build; consumers not separately measured,110.17352500000004,3.1478150000000014,0.0,0.0,0.0,0.0,assumption,derived,calibrated
static-control,2031,Hyperscalers,0.72,Fund capacity for internal use and resale,727.1452650000003,20.77557900000001,0.4,290.85810600000013,8.310231600000005,5.817162120000003,assumption,derived,calibrated
static-control,2031,Neoclouds,0.16,Fund capacity for assumed resale; consumers unidentified,161.58783666666673,4.616795333333335,1.0,161.58783666666673,4.616795333333335,3.2317567333333344,assumption,derived,calibrated
static-control,2031,Enterprise and sovereign,0.12,Fund self-build; consumers not separately measured,121.19087750000004,3.4625965000000014,0.0,0.0,0.0,0.0,assumption,derived,calibrated
static-control,2032,Hyperscalers,0.72,Fund capacity for internal use and resale,799.8597915000004,22.85313690000001,0.4,319.9439166000002,9.141254760000004,6.3988783320000024,assumption,derived,calibrated
static-control,2032,Neoclouds,0.16,Fund capacity for assumed resale; consumers unidentified,177.74662033333342,5.078474866666669,1.0,177.74662033333342,5.078474866666669,3.554932406666668,assumption,derived,calibrated
static-control,2032,Enterprise and sovereign,0.12,Fund self-build; consumers not separately measured,133.30996525000006,3.8088561500000018,0.0,0.0,0.0,0.0,assumption,derived,calibrated
static-control,2033,Hyperscalers,0.72,Fund capacity for internal use and resale,879.8457706500005,25.138450590000016,0.4,351.9383082600002,10.055380236000007,7.038766165200004,assumption,derived,calibrated
static-control,2033,Neoclouds,0.16,Fund capacity for assumed resale; consumers unidentified,195.52128236666678,5.586322353333337,1.0,195.52128236666678,5.586322353333337,3.9104256473333354,assumption,derived,calibrated
static-control,2033,Enterprise and sovereign,0.12,Fund self-build; consumers not separately measured,146.64096177500008,4.189741765000003,0.0,0.0,0.0,0.0,assumption,derived,calibrated
